sentence	label_text
from BUSINESS LINE , May 16 , 2008 Sriperumbudur , May 15 - Nokia 's two key suppliers - Aspocomp and Wintek - are likely to start operations within three months in the Nokia Telecom Park at Sriperumbudur , 45 km west off Chennai .	neutral
F-Secure reported that : - The first half of 2008 has seen a growing number of targeted malware attacks on individuals , companies , and organizations .	neutral
Furthermore , Novator Finland Oy has entered into a securities lending agreement , whereby Novator Finland Oy will hold directly the same amount of shares that are underlying of the OMX market forwards from May 23 through May 26 , 2008 .	positive
Germany 's innovational centers are united in focusing at companies , which aim at use of technologies and development of new kinds of activity , through supporting the beginner companies with the entire spectrum of their services .	neutral
GSK announced in November 2008 that it would close its operations in Dartford .	negative
He is a Chartered Accountant in British Columbia and Alberta as well as a Certified Public Accountant in Washington State .	neutral
He joined Rautakirja in 1997 to lead one of its four business areas and took up the position of President and CEO in 2001 .	neutral
Headline of release dated March 26 , 2008 should read : Acacia Subsidiary Enters into Settlement Agreement for Rule Based Monitoring Technology with F-Secure ( sted Acacia Technologies Licenses Rule Based Monitoring Technology to F-Secure ) .	neutral
Helsinki 19 May 2010 - Finnish company Lemminkainen Oyj ( HEL : LEM1S ) said today that it will construct an office building at Toolonlahti in downtown Helsinki , without disclosing financial details .	neutral
HELSINKI ( Thomson Financial ) - M-real said it will exercise an option to buy a 50MW natural gas power plant and land in Kyroskoski , Finland , for around 13 mln eur from Kyro Oyj .	positive
Her last position in Nokia Siemens Networks was head of Business Human Resources NSN global IT .	neutral
Honkarakenne also decided yesterday to sell 88,500 of its B series shares to key staff members for EUR2 .9 per share .	neutral
hu will offer a further discount of between 25 % and 50 % on selected books .	neutral
Igor and Oleg Yankov , who currently manage Moron and Vitim , will hold onto the 25 % stake for now .	neutral
Implementation of the project will be carried out by the Finnish company YIT in association with the investment fund Evli Property Investment Russia ( EPI ) .	neutral
In 2007 Talentum will disclose three Interim Reports - Q1 ( January - March ) on Friday , 27 April , 2007 - Q2 ( April - June ) on Friday , 20 July , 2007 - Q3 ( July - September ) on Friday , 26 October , 2007 .	neutral
In 2008 , the steel industry accounted for 64 percent of the cargo volumes transported , whereas the energy industry accounted for 28 percent and other industries for 8 percent .	neutral
In a recent interview with the Financial Times ( FT ) , Sampo 's board chairman Bjorn Wahlroos said If P&C was certainly for sale and the price had been set at SEK 85 billion , confirming earlier statements .	neutral
In a release on Oct. 28 , Peab said the two businesses will continue to be conducted under the brands Cliffton and Stockholm Entreprenad , both part of the Peab Group .	neutral
In addition , MIDs are always online and enable full Internet browsing .	neutral
In addition , the contract includes modification of the effluent treatment plant at Follum .	neutral
In addition the deal includes a call option which will enable Maritim Food AS to increase its holding in Sandanger AS to 51 % in the future .	positive
In connection with the deal , Digia will employ 19 persons from Nokia in Oslo and in Silicon Valley in the USA .	neutral
In the fourth quarter of 2006 , OKO Banks expects the operating environment for Banking and Investment Services to remain similar to that in January-September 2006 .	neutral
In the sinter plant , limestone and coke breeze are mixed with the iron ore concentrate and sintered into lump form or sinter for use in the blast furnaces as a raw material for iron-making .	neutral
In total , more than 3000 surveillance cameras will be handled and managed according to a variety of needs , the company said .	neutral
Incap Contract Manufacturing is a subsidiary of Incap Corporation of Finland .	neutral
Includes company and brand share data by category , as well as distribution channel data .	neutral
Indigo and Somoncom serve 377,000 subscribers and had a market share of approximately 27 % as of May 2007 .	neutral
Intellisync Wireless Email from Nokia is a full-featured wireless e-mail solution that connects users to their e-mail , calendar , contacts , notes and task lists while away from the office , according to the company .	neutral
ISMS does not disclose its financial results , the daily said .	neutral
It also includes the installation of new equipment , training and start-up services , as well as service work of the shoe press delivered by Vaahto in 2001 .	neutral
It currently employs about 750 people and expects headcount to reach 1,000 by end of 2007 .	positive
It is expected to be online by 2011 .	neutral
It rose by 15.7 % and by 24.8 % in Finland and abroad , respectively , to EUR 7 million and EUR 4.2 million , due to a 40 % growth in Russia .	positive
It 's not .	neutral
Its annual capacity is some 10,000 MW .	neutral
Its main business area , the Glass Machinery Group of Glaston Technologies , is the global market leader in glass processing machines .	positive
Its market share is 6 percent according to AC Nielsen 's 2008 data .	neutral
Its product portfolio comprises harvesters , forwarders , harvester heads , as well as cranes and loaders .	neutral
Janis Arbidans , CEO of YIT Celtnieciba , said the company was focusing on housing and real estate development market .	neutral
Jobs will not be transferred from Finland , however .	positive
Jon Risfelt has previously held operational executive positions in Europolitan , Ericsson , SAS , American Express card and travel divisions , as well as Nyman & Schultz ( CEO ) , Vodafone Sweden ( CEO ) , and Gambro Renal Products ( CEO ) .	neutral
Kaleva Kustannus Oy ( business ID 0187274-0 ) has , according to its notice , on 10 August 2009 acquired 4,458,000 Alma Media shares .	neutral
Karppinen expects the consolidation trend to continue in the Finnish market .	neutral
Kemira shares closed at (  x20ac ) 16.66 ( $ 22US .71 ) .	neutral
Koduextra is operating a retail chain of 11 stores , controlled by Finnish Non-Food Center KY , Rukax OY , and Scan-Tukka OY .	neutral
Koff 's market share of the volume of the market was 23.4 % , Karhu 's 21.4 % .	neutral
Lemmink+��inen started the manufacture of roofing felt in 1920 and the production of asphalt in the 1930s .	neutral
Like all other mechanical pipettors from Biohit , also Proline Plus is CE-IVD marked and comes with a 3-year warranty .	neutral
Loudeye Corp. , up $ 2.56 at $ 4.33 Nokia Corp. , down 10 cents at $ 19.46 Nokia agreed to buy the digital music distributor for $ 60 million .	neutral
( A spokesperson told WWD to expect a 50-50 mix of clothing and home decor . )	neutral
( ADPnews ) - Nov 9 , 2009 - Four companies have agreed to buy for a combined SEK 5.9 billion ( USD 854m-EUR 571.8 m ) all drug stores offered for sale as part of the restructuring of Swedish stated-owned pharmacy monopoly Apoteket AB , t	positive
